,position,title,link,displayed_link,date,snippet,snippet_highlighted_words,sitelinks,about_this_result,about_page_link,cached_page_link,related_pages_link,rich_snippet,query,lang,country,termid,related_results,related_questions,thumbnail,images
0,1,Soil contamination - Wikipedia,https://en.wikipedia.org/wiki/Soil_contamination,https://en.wikipedia.org › wiki › Soil_contamination,,"Soil contamination, soil pollution, or land pollution as a part of land degradation is caused by the presence of xenobiotic (human-made) chemicals or other ...","['Soil contamination', 'soil pollution']","{'inline': [{'title': 'Polycyclic aromatic hydrocarbon', 'link': 'https://en.wikipedia.org/wiki/Polycyclic_aromatic_hydrocarbon'}, {'title': 'Xenobiotic', 'link': 'https://en.wikipedia.org/wiki/Xenobiotic'}, {'title': 'Waste', 'link': 'https://en.wikipedia.org/wiki/Waste'}, {'title': 'Benzo(a)pyrene', 'link': 'https://en.wikipedia.org/wiki/Benzo(a)pyrene'}]}","{'source': {'description': 'Wikipedia is a multilingual open online encyclopedia written and maintained by a community of volunteers through open collaboration and a wiki-based editing system. Individual contributors, also called editors, are known as Wikipedians. Wikipedia is the largest and most-read reference work in history.', 'source_info_link': 'https://en.wikipedia.org/wiki/Wikipedia', 'icon': 'https://serpapi.com/searches/627cfefaaf6304fd00b6acad/images/02c468aa34351404e211ef0651aee53ac78684116ccf08725574a5c84fee9de3ef3a7f6d4ed3a4b8b2596351acd8defd.png'}}",https://www.google.com/search?q=About+https://en.wikipedia.org/wiki/Soil_contamination&tbm=ilp&ilps=ADNMCi06oMlBX1T0T_4l2Df5p0sst4derg,https://webcache.googleusercontent.com/search?q=cache:4z2trc4BBqEJ:https://en.wikipedia.org/wiki/Soil_contamination+&cd=1&hl=en&ct=clnk&gl=ng,https://www.google.com/search?gl=NG&hl=en&q=related:https://en.wikipedia.org/wiki/Soil_contamination+Soil+contamination,,Soil contamination,en,NG,65,,,,
1,2,Soil contaminants,https://www.soils.org/about-soils/contaminants,https://www.soils.org › about-soils › contaminants,,"Common contaminants in urban soils include pesticides, petroleum products, radon, asbestos, lead, chromated copper arsenate and creosote. In urban areas, soil ...","['contaminants', 'soils', 'soil']",,"{'source': {'description': 'The Soil Science Society of America, is the largest soil-specific society in the United States. It was formed in 1936 from the merger of the Soils Section of the American Society of Agronomy and the American Soil Survey Association.', 'source_info_link': 'https://en.wikipedia.org/wiki/Soil_Science_Society_of_America', 'icon': 'https://serpapi.com/searches/627cfefaaf6304fd00b6acad/images/02c468aa34351404e211ef0651aee53a44b37c89cc96d1aba116e507aca7cac10e277c20682c92260008dd58efb8535e.png'}}",https://www.google.com/search?q=About+https://www.soils.org/about-soils/contaminants&tbm=ilp&ilps=ADNMCi1zqXj_PmPXpEoWNJ5mVHle24A03A,https://webcache.googleusercontent.com/search?q=cache:Ig_HECAnc3YJ:https://www.soils.org/about-soils/contaminants+&cd=12&hl=en&ct=clnk&gl=ng,,,Soil contamination,en,NG,65,,,,
2,3,"Soil Contamination, Risk Assessment and Remediation",https://www.intechopen.com/chapters/46032,https://www.intechopen.com › chapters,,"Soil pollution is defined as the build-up in soils of persistent toxic compounds, chemicals, salts, radioactive materials, or disease causing agents, which have ...",['Soil pollution'],,"{'source': {'description': 'intechopen.com was first indexed by Google more than 10 years ago', 'icon': 'https://serpapi.com/searches/627cfefaaf6304fd00b6acad/images/02c468aa34351404e211ef0651aee53a886bf2e5ac2b8ce1cca81fea647d20044a653b92059d175450444d6ebe4d2993.png'}}",https://www.google.com/search?q=About+https://www.intechopen.com/chapters/46032&tbm=ilp&ilps=ADNMCi2MZikhOcV7oWlC8I24-ZxMC2Udyw,https://webcache.googleusercontent.com/search?q=cache:jvTAXYPOYGUJ:https://www.intechopen.com/chapters/46032+&cd=13&hl=en&ct=clnk&gl=ng,,"{'top': {'extensions': ['by MA Ashraf', '2014', 'Cited by 96 —'], 'detected_extensions': {'unknown': 2014, 'cited_by': 96}}}",Soil contamination,en,NG,65,,,,
3,4,Soil contamination - RECARE-Hub,https://www.recare-hub.eu/soil-threats/contamination,https://www.recare-hub.eu › soil-threats › contamination,,Soil contamination is the occurrence of contaminants in soil above a certain level causing deterioration or loss of one or more soil functions. ... It occurs in 2 ...,['Soil contamination'],,"{'source': {'description': 'recare-hub.eu was first indexed by Google in December 2013', 'icon': 'https://serpapi.com/searches/627cfefaaf6304fd00b6acad/images/02c468aa34351404e211ef0651aee53af88964ebfb2a9c2c9d6f45ac2a0700177b3cb6703cd825d26a089ad7f8f0fe12.png'}}",https://www.google.com/search?q=About+https://www.recare-hub.eu/soil-threats/contamination&tbm=ilp&ilps=ADNMCi3ajjOU_0HR12ZXC5zAbp2tApQIQw,https://webcache.googleusercontent.com/search?q=cache:Q7gnxXnzd5wJ:https://www.recare-hub.eu/soil-threats/contamination+&cd=14&hl=en&ct=clnk&gl=ng,,,Soil contamination,en,NG,65,,,,
4,5,What Is Soil Pollution,https://www.environmentalpollutioncenters.org/soil/,https://www.environmentalpollutioncenters.org › soil,,"Soil pollution is defined as the presence of toxic chemicals (pollutants or contaminants) in soil, in high enough concentrations to pose a risk to human ...",['Soil pollution'],,"{'source': {'description': 'environmentalpollutioncenters.org was first indexed by Google more than 10 years ago', 'icon': 'https://serpapi.com/searches/627cfefaaf6304fd00b6acad/images/02c468aa34351404e211ef0651aee53a7da0873f4742568d7593ac1b70724d48fb9bde54796354136d68ba427c03cf9d.png'}}",https://www.google.com/search?q=About+https://www.environmentalpollutioncenters.org/soil/&tbm=ilp&ilps=ADNMCi0zCEJQ1nm4KI9Uh5iknGSqRetl_Q,https://webcache.googleusercontent.com/search?q=cache:hzIw3EFSDKQJ:https://www.environmentalpollutioncenters.org/soil/+&cd=15&hl=en&ct=clnk&gl=ng,https://www.google.com/search?gl=NG&hl=en&q=related:https://www.environmentalpollutioncenters.org/soil/+Soil+contamination,,Soil contamination,en,NG,65,,,,
5,6,Contaminated Soil - an overview | ScienceDirect Topics,https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/contaminated-soil,https://www.sciencedirect.com › topics › contaminated-soil,,A contaminated soil can be defined as a soil with a concentration of a contaminant that exceeds the level defined by applicable regulations (Castelo-Grande ...,"['contaminated soil', 'soil']",,"{'source': {'description': 'ScienceDirect is a website which provides access to a large bibliographic database of scientific and medical publications of the Dutch publisher Elsevier. It hosts over 18 million pieces of content from more than 4,000 academic journals and 30,000 e-books of this publisher.', 'source_info_link': 'https://en.wikipedia.org/wiki/ScienceDirect', 'icon': 'https://serpapi.com/searches/627cfefaaf6304fd00b6acad/images/02c468aa34351404e211ef0651aee53a9dc3bb80f50203d9e4313bfb8f3a6efc2b9b2a3d81eb69b9f98d7904ff325e86.png'}}",https://www.google.com/search?q=About+https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/contaminated-soil&tbm=ilp&ilps=ADNMCi06-ItD9U7MzGJTN3Bw-MIFbdWsSg,,,,Soil contamination,en,NG,65,"[{'position': 1, 'title': 'Contaminated Soil - an overview | ScienceDirect Topics', 'link': 'https://www.sciencedirect.com/topics/earth-and-planetary-sciences/contaminated-soil', 'displayed_link': 'https://www.sciencedirect.com › topics › contaminated-soil', 'snippet': ""Contaminated soils can present a human health risk by several routes. Contaminants released at the Earth's surface can be transported vertically and laterally ..."", 'snippet_highlighted_words': ['Contaminated soils', 'Contaminants'], 'about_this_result': {'source': {'description': 'ScienceDirect is a website which provides access to a large bibliographic database of scientific and medical publications of the Dutch publisher Elsevier. It hosts over 18 million pieces of content from more than 4,000 academic journals and 30,000 e-books of this publisher.', 'source_info_link': 'https://en.wikipedia.org/wiki/ScienceDirect', 'icon': 'https://serpapi.com/searches/627cfefaaf6304fd00b6acad/images/02c468aa34351404e211ef0651aee53a3289fcd4f2e94d65094a234ac8db07c194673c4c7af3098d31288790556b329aa8bc4d70c35b31dffe5708dee2a97564a6523b077c538d02.png'}}, 'about_page_link': 'https://www.google.com/search?q=About+https://www.sciencedirect.com/topics/earth-and-planetary-sciences/contaminated-soil&tbm=ilp&ilps=ADNMCi2iJUKGC8fY_HNDF8ar7Q5EAnc_Rw'}]",,,
6,7,What is Soil Contamination? And Why Does It Happen?,https://www.envirotech-online.com/news/health-and-safety/10/breaking-news/what-is-soil-contamination-and-why-does-it-happen/32581,https://www.envirotech-online.com › breaking-news,26 Nov 2014,"Soil contamination occurs when human-made chemicals, such as hydrocarbons and heavy metals, find their way into the earth, altering the ...",['Soil contamination'],,"{'source': {'description': 'envirotech-online.com was first indexed by Google more than 10 years ago', 'icon': 'https://serpapi.com/searches/627cfefaaf6304fd00b6acad/images/02c468aa34351404e211ef0651aee53a2f3027a4df501b624d916a56b1bf09e07f57151c1873e518ab1f815a2e869535.png'}}",https://www.google.com/search?q=About+https://www.envirotech-online.com/news/health-and-safety/10/breaking-news/what-is-soil-contamination-and-why-does-it-happen/32581&tbm=ilp&ilps=ADNMCi31cqOFg6BzgISzAgpnTiWe78RPdw,https://webcache.googleusercontent.com/search?q=cache:Gx7XNOVpkTMJ:https://www.envirotech-online.com/news/health-and-safety/10/breaking-news/what-is-soil-contamination-and-why-does-it-happen/32581+&cd=18&hl=en&ct=clnk&gl=ng,,,Soil contamination,en,NG,65,,,,
7,8,"Soil Pollution: Definition, Causes, Effects and Solutions",https://www.conserve-energy-future.com/causes-and-effects-of-soil-pollution.php,https://www.conserve-energy-future.com › causes-and-...,,"Soil pollution is a complex phenomenon, and it can be triggered by a variety of things and activities, from the littering of cigarette butts to excess use ...",['Soil pollution'],,"{'source': {'description': 'conserve-energy-future.com was first indexed by Google more than 10 years ago', 'icon': 'https://serpapi.com/searches/627cfefaaf6304fd00b6acad/images/02c468aa34351404e211ef0651aee53a88d30804009e83695ea794eea6df0cc2fc28d2636fdf9d43f9fc10fccfe106ef.png'}}",https://www.google.com/search?q=About+https://www.conserve-energy-future.com/causes-and-effects-of-soil-pollution.php&tbm=ilp&ilps=ADNMCi0YFve0cpzT3pg4uWfC4IWIxFCIkQ,https://webcache.googleusercontent.com/search?q=cache:hp7rMUwiiHIJ:https://www.conserve-energy-future.com/causes-and-effects-of-soil-pollution.php+&cd=19&hl=en&ct=clnk&gl=ng,,,Soil contamination,en,NG,65,,,,
0,1,"greenhouse gas | Definition, Emissions, & Greenhouse Effect",https://www.britannica.com/science/greenhouse-gas,https://www.britannica.com › ... › Earth Sciences,,"greenhouse gas, any gas that has the property of absorbing infrared radiation (net heat energy) emitted from Earth's surface and reradiating it back to ...",['greenhouse gas'],,"{'source': {'description': 'britannica.com was first indexed by Google more than 10 years ago', 'icon': 'https://serpapi.com/searches/627cff042ff421d0fb7668bd/images/eb0ee0f5f068d1f1b20af32c9c14d1c0bf2b9d724dd6aebf5d00be68cc5f27e2902c35d3057c6bce5e54f8c3d88b54a8.png'}}",https://www.google.com/search?q=About+https://www.britannica.com/science/greenhouse-gas&tbm=ilp&ilps=ADNMCi28YGlki4qJSDF1WZqc3GkVxW1ZOQ,https://webcache.googleusercontent.com/search?q=cache:rOoPywkqjvAJ:https://www.britannica.com/science/greenhouse-gas+&cd=14&hl=en&ct=clnk&gl=ng,https://www.google.com/search?gl=NG&hl=en&q=related:https://www.britannica.com/science/greenhouse-gas+Greenhouse+gas,,Greenhouse gas,en,NG,66,,,,
1,2,Overview of Greenhouse Gases | US EPA,https://www.epa.gov/ghgemissions/overview-greenhouse-gases,https://www.epa.gov › ghgemissions › overview-greenh...,14 Apr 2022,"Carbon dioxide (CO2) is the primary greenhouse gas emitted through human activities. In 2020, CO2 accounted for about 79% of all U.S. greenhouse ...",['greenhouse gas'],,"{'source': {'description': 'The Environmental Protection Agency is an independent executive agency of the United States federal government tasked with environmental protection matters. President Richard Nixon proposed the establishment of EPA on July 9, 1970; it began operation on December 2, 1970, after Nixon signed an executive order.', 'source_info_link': 'https://en.wikipedia.org/wiki/United_States_Environmental_Protection_Agency', 'icon': 'https://serpapi.com/searches/627cff042ff421d0fb7668bd/images/eb0ee0f5f068d1f1b20af32c9c14d1c075965db110bb12a35caf41fe6bd199b12045016a6c650419574a6090e92491fb.png'}}",https://www.google.com/search?q=About+https://www.epa.gov/ghgemissions/overview-greenhouse-gases&tbm=ilp&ilps=ADNMCi1r65R0D7MGVMogPMlyKvUBA8G6bw,https://webcache.googleusercontent.com/search?q=cache:k1-Psx4w2WkJ:https://www.epa.gov/ghgemissions/overview-greenhouse-gases+&cd=15&hl=en&ct=clnk&gl=ng,https://www.google.com/search?gl=NG&hl=en&q=related:https://www.epa.gov/ghgemissions/overview-greenhouse-gases+Greenhouse+gas,,Greenhouse gas,en,NG,66,"[{'position': 1, 'title': 'Sources of Greenhouse Gas Emissions | US EPA', 'link': 'https://www.epa.gov/ghgemissions/sources-greenhouse-gas-emissions', 'displayed_link': 'https://www.epa.gov › ghgemissions › sources-greenho...', 'date': '14 Apr 2022', 'snippet': 'Carbon dioxide (CO2) makes up the vast majority of greenhouse gas emissions from the sector, but smaller amounts of methane (CH4) and nitrous ...', 'snippet_highlighted_words': ['greenhouse gas'], 'about_this_result': {'source': {'description': 'The Environmental Protection Agency is an independent executive agency of the United States federal government tasked with environmental protection matters. President Richard Nixon proposed the establishment of EPA on July 9, 1970; it began operation on December 2, 1970, after Nixon signed an executive order.', 'source_info_link': 'https://en.wikipedia.org/wiki/United_States_Environmental_Protection_Agency', 'icon': 'https://serpapi.com/searches/627cff042ff421d0fb7668bd/images/eb0ee0f5f068d1f1b20af32c9c14d1c0027908d47a890fd9fe6399a2a118c6dc3866ff5785616ff6e21bc131501e972f7f9610d1284f3d4ac58625ae77118508ebb7634dc69e0532.png'}}, 'about_page_link': 'https://www.google.com/search?q=About+https://www.epa.gov/ghgemissions/sources-greenhouse-gas-emissions&tbm=ilp&ilps=ADNMCi3I5Su4Mvml1V5nBdIFrOkxOXJL1A', 'cached_page_link': 'https://webcache.googleusercontent.com/search?q=cache:JHoFmJ4hHOoJ:https://www.epa.gov/ghgemissions/sources-greenhouse-gas-emissions+&cd=16&hl=en&ct=clnk&gl=ng', 'related_pages_link': 'https://www.google.com/search?gl=NG&hl=en&q=related:https://www.epa.gov/ghgemissions/sources-greenhouse-gas-emissions+Greenhouse+gas'}]",,,
2,3,Greenhouse gas - Wikipedia,https://en.wikipedia.org/wiki/Greenhouse_gas,https://en.wikipedia.org › wiki › Greenhouse_gas,,"A greenhouse gas (GHG or GhG) is a gas that absorbs and emits radiant energy within the thermal infrared range, causing the greenhouse effect.","['greenhouse gas', 'greenhouse effect']","{'inline': [{'title': 'Greenhouse effect', 'link': 'https://en.wikipedia.org/wiki/Greenhouse_effect'}, {'title': 'Gas emissions', 'link': 'https://en.wikipedia.org/wiki/Greenhouse_gas_emissions'}, {'title': 'Gas monitoring', 'link': 'https://en.wikipedia.org/wiki/Greenhouse_gas_monitoring'}, {'title': 'Category:Greenhouse gases', 'link': 'https://en.wikipedia.org/wiki/Category:Greenhouse_gases'}]}","{'source': {'description': 'Wikipedia is a multilingual open online encyclopedia written and maintained by a community of volunteers through open collaboration and a wiki-based editing system. Individual contributors, also called editors, are known as Wikipedians. Wikipedia is the largest and most-read reference work in history.', 'source_info_link': 'https://en.wikipedia.org/wiki/Wikipedia', 'icon': 'https://serpapi.com/searches/627cff042ff421d0fb7668bd/images/eb0ee0f5f068d1f1b20af32c9c14d1c01fb66227d4c0ef55b6adf22a79c3e7bc043cacf66e68eedf02d789f88940bf3f.png'}}",https://www.google.com/search?q=About+https://en.wikipedia.org/wiki/Greenhouse_gas&tbm=ilp&ilps=ADNMCi2QmZFWeUxi5OgpQkRvtn7UsIORyQ,https://webcache.googleusercontent.com/search?q=cache:1ZrLFBmRqd8J:https://en.wikipedia.org/wiki/Greenhouse_gas+&cd=17&hl=en&ct=clnk&gl=ng,https://www.google.com/search?gl=NG&hl=en&q=related:https://en.wikipedia.org/wiki/Greenhouse_gas+Greenhouse+gas,,Greenhouse gas,en,NG,66,,,,
